Наименование,Описание,Категория,Цена,Фото
Салат «Ширин»,"250 г. Кусочки хрустящего баклажана обжаренного до золотистой корочки, со свежими томатами черри и свежей кинзой, заправленные сладко-острым соусом.",Салаты,395 с,https://nambafood.kg/dish_image/102068.png
Салат «Апашкин»,"250 г. Нежная телятина, отварная стручковая фасоль, обжаренные вешенки, томаты, приправленные кунжутным маслом.",Салаты,375 с,https://nambafood.kg/dish_image/102066.png
Греческий салат,"340 г. Свежие листья салата с черри томатами и огурцами с добавлением сыра ""Фетакса"" и оливок, заправленный соусом на основе лимона.",Салаты,330 с,https://nambafood.kg/dish_image/101082.png
Шакарап,200 г. Сочные томаты с маринованным луком.,Салаты,145 с,https://nambafood.kg/dish_image/101090.png
Шакарап острый,220 г. Сочные томаты приправленные острым перчиком.,Салаты,155 с,https://nambafood.kg/dish_image/101091.png
Салат свежий,"180 г. Сочные томаты и хрустящие свежие огурцы заправленные по желанию свежей домашней сметаной, растительным маслом или майонезом.",Салаты,165 с,https://nambafood.kg/dish_image/101083.png
Морковча,"200 г. Нарезанная соломкой свежая морковь с репчатым луком, приправленная чесночной заправкой.",Салаты,170 с,https://nambafood.kg/dish_image/101093.png
Витаминка капустная,"230 г. Сочный салат из свежих мелко нарезанных овощей приправленный лимонным соком, имеет кисловатый оттенок.",Салаты,170 с,https://nambafood.kg/dish_image/102074.png
Витаминка свекольная,"230 г. Сочный салат на основе мелко нарезанной свежей свеклы, заправленный растительным маслом.",Салаты,170 с,https://nambafood.kg/dish_image/102073.png
Лянсай,"230 г. Пикантный салат на основе отварной фунчезы с нежным мясом телятины, свежими овощами нарезными соломкой, приправленный соусом на основе уксуса.",Салаты,275 с,https://nambafood.kg/dish_image/102056.png
Цезарь Байке овощной,"320 г. Свежие листья салата с обжаренными баклажанами, сочными томатами под соусом Цезарь с сыром Пармезан.",Салаты,395 с,https://nambafood.kg/dish_image/101094.png
Винегрет,"250 г. Яркий свекальный салат с отварными овощами, маринованной капустой и соленными огурцами.",Салаты,220 с,https://nambafood.kg/dish_image/102055.png
Свекольный с орехами,"250 г. Нежный свекольный салат с грецким орехом, заправленный растительным маслом.",Салаты,180 с,https://nambafood.kg/dish_image/102057.png
Оливье,"250 г. Насыщенный салат отварными и мелко нарезанным мясом телятины, картофелем, морковью, яйцом, свежим огурцами и горошком, заправлен майонезом.",Салаты,210 с,https://nambafood.kg/dish_image/102058.png
Цезарь Байке с курицей,"330 г. Свежие листья салата с нежным куриным филе, сочными черри томатами, хрустящими домашними сухариками под соусом ""Цезарь"" и сыром пармезан.",Салаты,435 с,https://nambafood.kg/dish_image/102075.png
Язык в соусе,"250 г. Нежно отварной говяжий язык со свежими томатами, огурцами и поприкой, заправленный соусом сои с ликатно-остраватым послевкусием.",Салаты,395 с,https://nambafood.kg/dish_image/102059.png
Восточный салат,"250 г. Нежное филе говядины со свежими огурцами, слегка обжаренной паприкой и томатами, заправляется соусом на основе сои.",Салаты,355 с,https://nambafood.kg/dish_image/102063.png
Мужской каприз,"220 г. Нежный отварной язык, яйцо, свежие огурцы, сыр голландский. Заправленный соусом на основе майонеза.",Салаты,295 с,https://nambafood.kg/dish_image/102064.png
Гнездо,"270 г. Насыщенный салат с картофелем ""Пай"" и свежими овощами нарезанными мелкой соломкой, заправленный соусом на основе майонеза.",Салаты,295 с,https://nambafood.kg/dish_image/102061.png
Ерофеевский салат,"200 г. Пикантный салат с нежным копченым куриным филе, домашим сыром ""Брынза"" и свежими томатами, заправленный соусом на основе майонезе.",Салаты,255 с,https://nambafood.kg/dish_image/102062.png
Салат «Даамдуу»,"400 г. Сочный, яркий тёплый салат с пластинками отварной телятины, дольками шампиньонов, брокколи и томатами черри в авторском соусе на основе сои.",Салаты,495 с,https://nambafood.kg/dish_image/85981.png
Салат «Даамдуу» вегетарианский,"330 г. Легкий, сочный, теплый салат на основе брокколи, шампиньонов, томатов черри и стрелок зеленого лука в авторском соусе на основе сои.",Салаты,475 с,https://nambafood.kg/dish_image/85980.png
Салат «Даамдуу» с курицей,"400 г. Сочный теплый салат с  пластинками нежного куриного филе с добавлением шампиньонов, брокколи и томатов черри, заправленный авторским соусом на основе сои.",Салаты,495 с,https://nambafood.kg/dish_image/119867.png
Мушуро,"300 г. Нежные кусочки маринованной телятины, обжаренные на открытом огне с добавлением грибов «муэр», перца болгарского, томатов и китайских специй.",Салаты,395 с,https://nambafood.kg/dish_image/102071.png
Могуро,"300 г. Сочные кусочки телятины с крупно нарезанными овощами (перец болгарский, томаты), сельдереем и вешенками, приправленные китайскими специями.",Салаты,395 с,https://nambafood.kg/dish_image/102072.png
Чизеру,"300 г. Нежные кусочки телятины с овощами, обжаренные на открытом огне, с добавлением китайских специй.",Салаты,395 с,https://nambafood.kg/dish_image/102070.png
Могужи с курицей,"350 г. Сочные кусочки куриного филе с тонко нарезанными овощами - болгарским перцем, огурцами, сельдереем и вешенками, приправленные ароматными специями.",Салаты,395 с,https://nambafood.kg/dish_image/139778.png
Мушужи  с курицей,"350 г. Теплый салат из нежных кусочков курочки, обжаренных на открытом огне с добавлением грибов муэр, перца болгарского, томатов и китайских специй.",Салаты,395 с,https://nambafood.kg/dish_image/139780.png
Салат фаттуш,"400 г. Освежающий восточный салат, который покорит Вас своим ярким вкусом и интересной подачей. Свежие овощи и зелень, заправленные пикантным гранатовым соусом, подающиеся на хрустящих хлебных чипсах",Салаты,425 с,https://nambafood.kg/dish_image/139772.png
Плов «Той Аши»,,Плов и Манты,320 с,https://nambafood.kg/dish_image/107197.png
Плов «Узген Аши»,450 г. Рассыпчатый плов на основе риса сорта Узгенский,Плов и Манты,320 с,https://nambafood.kg/dish_image/102022.png
Праздничный плов,520 г. Рассыпчатый рис «Лазер» с мясом ягненка и телятины.,Плов и Манты,395 с,https://nambafood.kg/dish_image/102007.png
Манты с мясом,"5 шт. Нежное тесто с мясной начинкой, готовящиеся на пару с соусом на томатной основе.",Плов и Манты,230 с,https://nambafood.kg/dish_image/101996.png
Жареные манты с мясом,"5 шт. Золотистое тесто с сочной мясной начинкой, обжаренные во фритюре до золотистой корочки, подается с соусом на томатной основе.",Плов и Манты,250 с,https://nambafood.kg/dish_image/101999.png
Манты с картофелем,5 шт.,Плов и Манты,190 с,https://nambafood.kg/dish_image/141116.png
Шорпо,Янтарный бульон с нежным ребром ягненка и овощами.300 гр.,Супы,230 с,https://nambafood.kg/dish_image/102077.png
"Шорпо 0,7",Янтарный бульон с нежным ребром ягненка и овощами.200 гр.,Супы,210 с,https://nambafood.kg/dish_image/102076.png
Мампар,Насыщенный суп с овощами и маленькими кусочками домашнего теста.300 гр.,Супы,200 с,https://nambafood.kg/dish_image/56624.png
"Мампар 0,7",Насыщенный суп с овощами и маленькими кусочками домашнего теста.,Супы,180 с,https://nambafood.kg/dish_image/56623.png
Сантавру,"Насыщенный суп с фунчезой, паприкой, томатами и нежным мясом говядины.",Супы,230 с,https://nambafood.kg/dish_image/102079.png
"Сантавру 0,7","Насыщенный суп с фунчезой, паприкой, томатами и нежным мясом говядины.",Супы,210 с,https://nambafood.kg/dish_image/102078.png
Мясо по-казахски,Янтарный бульон с мясом ягненка и тонко раскатанным домашним тестом.,Супы,220 с,https://nambafood.kg/dish_image/56627.png
"Мясо по-казахски 0,7",Янтарный бульон с мясом ягненка и тонко раскатанным домашним тестом.,Супы,200 с,https://nambafood.kg/dish_image/56626.png
Суп овощной,Золотистый бульон со свежими овощами и отварным яйцом.,Супы,170 с,https://nambafood.kg/dish_image/102080.png
"Суп овощной 0,7",Золотистый бульон со свежими овощами и отварным яйцом.,Супы,150 с,https://nambafood.kg/dish_image/102081.png
Вегетарианский суп,"Янтарный бульон с овощами (Цветная капуста, брокколи, помидоры, паприка, красная фасоль)",Супы,165 с,https://nambafood.kg/dish_image/102083.png
Вегетарианский суп 0.7,"Янтарный бульон с овощами (Цветная капуста, брокколи, помидоры, паприка, красная фасоль)",Супы,145 с,https://nambafood.kg/dish_image/102082.png
Окрошка,,Супы,200 с,https://nambafood.kg/dish_image/102085.png
"Окрошка 0,7",,Супы,180 с,https://nambafood.kg/dish_image/102084.png
Мастава,В этом супе два вида бобовых.,Супы,190 с,https://nambafood.kg/dish_image/102087.png
"Мастава 0,7",В этом супе два вида бобовых.,Супы,170 с,https://nambafood.kg/dish_image/102086.png
Борщ,,Супы,200 с,https://nambafood.kg/dish_image/56616.png
"Борщ 0,7",,Супы,180 с,https://nambafood.kg/dish_image/56615.png
Щи зеленые,,Супы,210 с,https://nambafood.kg/dish_image/56657.png
"Щи зеленые 0,7",,Супы,190 с,https://nambafood.kg/dish_image/56656.png
Чечевичный,,Супы,190 с,https://nambafood.kg/dish_image/102089.png
"Чечевичный 0,7",,Супы,170 с,https://nambafood.kg/dish_image/102088.png
Суп с фрикадельками,Насыщенный бульон с мясными фрикадельками.,Супы,200 с,https://nambafood.kg/dish_image/102091.png
"Суп с фрикадельками 0,7",Насыщенный бульон с мясными фрикадельками.,Супы,180 с,https://nambafood.kg/dish_image/102090.png
Суп лапша,Насыщенный суп с домашней лапшой.,Супы,190 с,https://nambafood.kg/dish_image/57240.png
"Суп лапша 0,7",Насыщенный суп с домашней лапшой.,Супы,170 с,https://nambafood.kg/dish_image/57239.png
Солянка,,Супы,220 с,https://nambafood.kg/dish_image/56636.png
Чучвара,Насыщенный суп с домашними пельменями.,Супы,220 с,https://nambafood.kg/dish_image/56654.png
"Чучвара 0,7",Насыщенный суп с домашними пельменями.,Супы,200 с,https://nambafood.kg/dish_image/56653.png
Гюро лагман с телятиной,"500 г. Яркий подлив из мяса ягненка и свежих овощей с домашней лапшой, ручного приготовления.",Вторые блюда,290 с,https://nambafood.kg/dish_image/102045.png
Вегетарианский гюро-лагман,"500 г. Яркий подлив на основе овощей: болгарский, перец, пекинская капуста «басяй» и зелень (сельдерей и кинза), обжаренных на открытом огне и подающихся с домашней лапшой ручного приготовления.",Вторые блюда,245 с,https://nambafood.kg/dish_image/102046.png
Босо лагман с телятиной,"550 г. Яркое насыщенное блюдо с мясом телятины, овощей и домашней лапши с пикантно острыми специями.",Вторые блюда,290 с,https://nambafood.kg/dish_image/102048.png
Лагман по-домашнему,500 г. Яркий подлив из мяса ягненка и свежих овощей с домашней лапшой ручного приготовления.,Вторые блюда,265 с,https://nambafood.kg/dish_image/102050.png
Ганфан по-домашнему,600 г. Яркий подлив из мяса ягненка и свежих овощей с отварным рисом.,Вторые блюда,265 с,https://nambafood.kg/dish_image/102049.png
Гюро ганфан,600 г. Яркий подлив из мяса ягненка и свежих овощей с отварным рисом.,Вторые блюда,290 с,https://nambafood.kg/dish_image/101998.png
Соомян,"550 г. Нежное мясо телятины со свежими овощами и домашними клецками, обжаренные на открытом огне, слегка притомленные и приправленные китайскими специями.",Вторые блюда,290 с,https://nambafood.kg/dish_image/102047.png
Ашлям-Фу,400 г. Холодное блюдо с насыщенными специями и подливом из овощей.,Вторые блюда,220 с,https://nambafood.kg/dish_image/102008.png
Жареная чучвара,"230 г. Домашние хрустящие пельмени, обжаренные до золотистой корочки.",Вторые блюда,265 с,https://nambafood.kg/dish_image/56655.png
Куурдак по-домашнему,530 г. Нежное мясо ягненка с золотистым картофелем и репчатым луком.,Вторые блюда,540 с,https://nambafood.kg/dish_image/101997.png
Лазуро,"300 г. Нежная телятина с овощами, обжаренная на открытом огне, приправленная китайскими специями.",Вторые блюда,420 с,https://nambafood.kg/dish_image/102010.png
Лазыджи из окорочков,"300 г. Нежные кусочки куриного окорочка с овощами, обжаренные на открытом огне, приправленные китайскими специями.",Вторые блюда,325 с,https://nambafood.kg/dish_image/102006.png
Курица с кунжутом,"300 г. Нежное куриное мясо в сочетании с сочными овощами, приправленные кунжутом.",Вторые блюда,385 с,https://nambafood.kg/dish_image/102011.png
Балык сяй,400 г. Нежные кусочки форели с томатным соусом и кисловато-сладким оттенком.,Вторые блюда,485 с,https://nambafood.kg/dish_image/107143.png
Пайдалуу,"400 г. Сочетание нежной говядины и брокколи, обжаренной на растительном масле, приправленные пикантными специями.",Вторые блюда,420 с,https://nambafood.kg/dish_image/102013.png
Пайдалуу с курицей,"400 г. Сочетание нежной курочки и брокколи, обжаренных на растительном масле и приправленных пикантными специями.",Вторые блюда,385 с,https://nambafood.kg/dish_image/119861.png
Рыба в кисло-сладком соусе,"300 г. Нежное филе форели, обжаренное в кляре с добавлением  крупно нарезанных овощей под томатным кисло-сладким соусом.",Вторые блюда,495 с,https://nambafood.kg/dish_image/102016.png
Казан кебаб телятина,250 г. Аппетитные кусочки обжаренной телятины с репчатым луком и пикантными специями.,Вторые блюда,435 с,https://nambafood.kg/dish_image/102021.png
Казан кебаб из баранина,250 г. Аппетитные кусочки обжаренного мяса ягненка с репчатым луком и пикантными специями.,Вторые блюда,435 с,https://nambafood.kg/dish_image/102020.png
Казан кебаб курица,250 г. Аппетитные кусочки обжаренного куриного филе с репчатым луком и пикантными специями.,Вторые блюда,395 с,https://nambafood.kg/dish_image/102023.png
Жаровня из курицы,350 г. Сочные кусочки окорочка с овощами на чугунной сковородке Типан.,Вторые блюда,420 с,https://nambafood.kg/dish_image/102017.png
Жаровня с овощями филе форели,"350 г. Сочные кусочки форели с овощами, обжаренными на открытом огне,  приправленными ароматными специями. Подается на чугунной сковороде.",Вторые блюда,495 с,https://nambafood.kg/dish_image/107144.png
Жаровня из телятины,350 г. Сочные кусочки телятины с овощами на чугунной сковородке типан.,Вторые блюда,475 с,https://nambafood.kg/dish_image/102019.png
Нарын,350 г. Тонко нарезанная домашняя лапша с добавлением мелко нарезанной конины и репчатого лука. Подаётся холодным с  горячим янтарным бульоном из ягнёнка.,Вторые блюда,475 с,https://nambafood.kg/dish_image/102028.png
Гош нан  мясной,1 шт - 350 г. Сочный пирог с мясной начинкой.,Вторые блюда,300 с,https://nambafood.kg/dish_image/102026.png
Босо лагман с курицей,"550 г. Яркое насыщенное блюдо с нежной курочкой, овощами и домашней лапшой, обжаренной в пикантных специях и соевом соусе на открытом огне.",Вторые блюда,290 с,https://nambafood.kg/dish_image/130746.png
Босо  лагман с курицей 0.7,"350 г. Яркое насыщенное блюдо с нежной курочкой, овощами и домашней лапшой, обжаренной в пикантных специях и соевом соусе на открытом огне.",Вторые блюда,270 с,https://nambafood.kg/dish_image/130744.png
Гюро лагман с курицей,500г.Легкий подлив (сяй) из тонко нарезанного куриного филе с овощами и упругой домашней лапшой ручного приготовления.,Вторые блюда,290 с,https://nambafood.kg/dish_image/130748.png
Гюро лагман с курицей 0.7,Легкий подлив (сяй) из тонко нарезанного куриного филе с овощами и упругой домашней лапшой ручного приготовления.,Вторые блюда,270 с,https://nambafood.kg/dish_image/130750.png
Куурдак из курицы,"550 г. Жареные в казане нежные куриные крылышки с дольками золотистого картофеля., слегка притомленные в курдючном жире. Подаются с маринованным луком",Вторые блюда,420 с,https://nambafood.kg/dish_image/119863.png
Курица в кисло-сладком соусе,"300 г. Нежная курочка в кляре, обжаренная до золотистой хрустящей корочки, в бархатном кисло-сладком соусе.",Вторые блюда,355 с,https://nambafood.kg/dish_image/119865.png
Чейзежи,"300 г. Обжаренные на открытом огне с добавлением баклажан и болгарского перца, приправленные ароматными специями.",Вторые блюда,395 с,https://nambafood.kg/dish_image/139768.png
Бефстроганов с гарниром,"нежное филе и шампиньоны, томленные в сметанном соусе, подается с пюре и хрустящим разносолом. По желанию гарнир может быть изменен на рис или гречку",Вторые блюда,395 с,https://nambafood.kg/dish_image/139770.png
Котлеты по-домашнему (без гарнира),260 г. Сочные котлеты по-домашнему с томатным соусом (рекомендуем взять к ним гарнир),Европейская кухня,320 с,https://nambafood.kg/dish_image/102029.png
Мясо по-французски,"320 г. Нежная запеченная телятина с овощами, грибами и сыром.",Европейская кухня,385 с,https://nambafood.kg/dish_image/102032.png
Домашние вареники с картофелем,"380 г. Домашние вареники с картофельным фаршем, подаются со сметаной.",Европейская кухня,200 с,https://nambafood.kg/dish_image/102033.png
Бризоль,"340 г. Нежный говяжий фарш, обжаренный в яйце, начиненный свежими помидорами, огурцами и домашним сыром сулугуни.",Европейская кухня,375 с,https://nambafood.kg/dish_image/102031.png
Телятина в сливочном соусе,"250 г. Горячее блюдо, готовящееся по традиционному рецепту европейской кухни из ломтиков  нежной телятины, томленых в бархатном сырно-сливочном соусе.  Подается с тонко нарезанным золотистым картофелем.",Европейская кухня,435 с,https://nambafood.kg/dish_image/102005.png
Стейк семги под икорным соусом,270 г. Нежный стейк из семги под сливочно-икорным соусом. 400 гр Стейк из семги запеченный под фирменным соусом с овощами. Время приготовления 40 минут. Рекомендуем взять к блюду гарнир.,Европейская кухня,1150 с,https://nambafood.kg/dish_image/102041.png
Стейк семги с ризотто,350 г. Стейк из семги обжаренный на гриле. Подается с гарниром ризотто. 400 гр Стейк из семги запеченный под фирменным соусом с овощами. Время приготовления 40 минут.,Европейская кухня,1150 с,https://nambafood.kg/dish_image/102040.png
Рыба по-домашнему,"260 г. Свежая форель, обжаренная в нежном кляре до золотистой корочки. Подается с картофелем по-домашнему. 400 гр Стейк из семги запеченный под фирменным соусом с овощами. Время приготовления 40 минут.",Европейская кухня,495 с,https://nambafood.kg/dish_image/102035.png
Фрикасе с пюре,"290гр.Нежное куриное филе с шампиньонами и россыпью кукурузы, томленные в бархатном сливочном соусе. Подается с рисом на гарнир.",Европейская кухня,395 с,https://nambafood.kg/dish_image/139774.png
Фрикасе с рисом,,Европейская кухня,395 с,https://nambafood.kg/dish_image/139775.png
Фрикасе с гречкой,,Европейская кухня,395 с,https://nambafood.kg/dish_image/139776.png
Рис,150 г,Гарниры,120 с,https://nambafood.kg/dish_image/102102.png
Картофель фри,130 г,Гарниры,150 с,https://nambafood.kg/dish_image/102106.png
Картофельное пюре,200 г,Гарниры,110 с,https://nambafood.kg/dish_image/102101.png
Гречка,150 г,Гарниры,110 с,https://nambafood.kg/dish_image/102103.png
Картофель кантри,175 г,Гарниры,170 с,https://nambafood.kg/dish_image/113779.png
Припущенные овощи,200 г,Гарниры,180 с,https://nambafood.kg/dish_image/102105.png
Картофель по-домашнему,200 г,Гарниры,150 с,https://nambafood.kg/dish_image/102104.png
Каймак,50 г,Соусы,65 с,https://nambafood.kg/dish_image/102109.png
Сливочное масло,50 г,Соусы,65 с,https://nambafood.kg/dish_image/56640.png
Сузма,50 г,Соусы,55 с,https://nambafood.kg/dish_image/102110.png
Аджика из спелых томатов,50 г,Соусы,65 с,https://nambafood.kg/dish_image/113806.png
Кавказский соус,50 г,Соусы,55 с,https://nambafood.kg/dish_image/102108.png
Чесночный соус,50 г,Соусы,55 с,https://nambafood.kg/dish_image/102112.png
Майонез,50 г,Соусы,55 с,https://nambafood.kg/dish_image/56644.png
Зеленая аджика,50 г,Соусы,90 с,https://nambafood.kg/dish_image/56645.png
Кетчуп,50 г,Соусы,55 с,https://nambafood.kg/dish_image/102111.png
Ханский люля кебаб,300 гр. Выход шашлыка указан в сыром виде,Тандырный шашлык,365 с,https://nambafood.kg/dish_image/102098.png
Шашлык из куриных крыльев,300 гр. Выход шашлыка указан в сыром виде,Тандырный шашлык,315 с,https://nambafood.kg/dish_image/102095.png
Шашлык из куриного филе,230 гр. Выход шашлыка указан в сыром виде,Тандырный шашлык,315 с,https://nambafood.kg/dish_image/102094.png
Шашлык из ягненка,230 гр. Выход шашлыка указан в сыром виде,Тандырный шашлык,385 с,https://nambafood.kg/dish_image/13410.png
Шашлык из телятины,205 гр. Выход шашлыка указан в сыром виде,Тандырный шашлык,385 с,https://nambafood.kg/dish_image/102097.png
"Шашлычная фантазия 1,6 кг (блюдо на 5 человек)",Шашлычная Фантазия: состав шашлык из баранины (1 шт) ханский люля-кебаб (2шт) шашлык из куриного филе шашлык из телятины Подается в сочетании с кавказским ассорти и шашлычным соусом,Тандырный шашлык,2550 с,https://nambafood.kg/dish_image/57225.png
Шашлычный соус,50 г,Тандырный шашлык,50 с,https://nambafood.kg/dish_image/21539.png
"Плов Праздничный 3,3 кг","3,3 кг. В готовом виде.","Плов на заказ. Готовится на огне в течение 1,5-2 часов",2450 с,https://nambafood.kg/dish_image/113797.png
Плов Ташкентский 3.3 кг,"3,3 кг. В готовом виде. Из риса Лазер, с мясом Ягненка и Телятины.","Плов на заказ. Готовится на огне в течение 1,5-2 часов",2450 с,https://nambafood.kg/dish_image/113794.png
Плов Узгенский 3.3 кг,"3,3 кг. В готовом виде. Из узгенского риса королевского сорта ""Девзира"". С мясом ягненка и телятины.","Плов на заказ. Готовится на огне в течение 1,5-2 часов",2450 с,https://nambafood.kg/dish_image/86725.png
"Плов Чайханский 3,3 кг","3,3 кг. В готовом виде.","Плов на заказ. Готовится на огне в течение 1,5-2 часов",2450 с,https://nambafood.kg/dish_image/113795.png
Фирменный плов «Navat»‎‎ 3.3 кг,"3,3 кг. В готовом виде. Из риса Лазер, с мясом ягненка и телятины, украшеный казы и куриным яйцом","Плов на заказ. Готовится на огне в течение 1,5-2 часов",2750 с,https://nambafood.kg/dish_image/86726.png
Хан Плов 3.3 кг Ташкентский,"3,8 кг. Рассыпчатый ароматный плов на основе нежного мяса ягненка и риса сорта ""Лазер"" в раскрывающейся золотистой шкатулке.","Плов на заказ. Готовится на огне в течение 1,5-2 часов",2750 с,https://nambafood.kg/dish_image/86733.png
Хан Плов 3.3 кг Узгенский,"3,3 кг. Рассыпчатый ароматный плов на основе нежного мяса ягненка и риса сорта ""Девзера "" в раскрывающейся золотистой шкатулке.","Плов на заказ. Готовится на огне в течение 1,5-2 часов",2750 с,https://nambafood.kg/dish_image/86734.png
Хан плов Чайханский 3.8 кг,"3,8 кг. В готовом виде. Из риса Лазер, с мясом ягненка и телятины, с добавлением сухофруктов","Плов на заказ. Готовится на огне в течение 1,5-2 часов",2750 с,https://nambafood.kg/dish_image/86728.png
Хан плов Праздничный 3.8 кг,"3,8 кг. В готовом виде. Из риса Лазер, с мясом ягненка и курицы, украшен морковью и барбарисом","Плов на заказ. Готовится на огне в течение 1,5-2 часов",2750 с,https://nambafood.kg/dish_image/86729.png
"Фирменный плов ""Navat"" 0.5 кг","1.650  кг. в готовом виде. Из риса Лазер, с мясом ягненка и телятины, украшеный казы и куриным яйцом","Плов на заказ. Готовится на огне в течение 1,5-2 часов",1375 с,https://nambafood.kg/dish_image/86730.png
Плов Чайханский 0.5 кг,"1.650 кг. в готовом виде. Из риса Лазер, с мясом ягненка и телятины, с добавлением сухофруктов","Плов на заказ. Готовится на огне в течение 1,5-2 часов",1225 с,https://nambafood.kg/dish_image/86731.png
Плов Праздничный 0.5 кг,"1.650  кг. в готовом виде. Из риса Лазер, с мясом ягненка и курицы, украшен морковью и барбарисом","Плов на заказ. Готовится на огне в течение 1,5-2 часов",1225 с,https://nambafood.kg/dish_image/86732.png
Плов Узгенский 0.5 кг,"1.650 кг. в готовом виде. Из узгенского риса королевского сорта "" Девзира "" . С мясом ягненка и телятины","Плов на заказ. Готовится на огне в течение 1,5-2 часов",1225 с,https://nambafood.kg/dish_image/85180.png
Плов Ташкентский 0.5 кг,"1.650 кг. в готовом виде. Из риса Лазер, с мясом Ягненка и Телятины","Плов на заказ. Готовится на огне в течение 1,5-2 часов",1225 с,https://nambafood.kg/dish_image/85183.png
Пирожок Маргеланский,"2,3 кг.  Время приготовления 1,5 часа. Бараньи ребра с картофелем, томленные в казане.",Заказные блюда. Время приготовления 1.5-2 часов,2950 с,https://nambafood.kg/dish_image/56625.png
Рыба запеченная,"1.6 кг. Маринованная в ароматных специях форель, запеченная до готовности. Подается с  дольками томата, лимона и зеленью.",Заказные блюда. Время приготовления 1.5-2 часов,2550 с,https://nambafood.kg/dish_image/102052.png
Хан Маргелан,"2.7 кг. Блюдо на 5 человек. Маринованные в ароматных специях целые говяжьи ребра, обжаренные на казане с золотистым картофелем - блюдо приготовленное по авторскому рецепту от бренд-шефа Бабаджанова Анвара. Подается с маринованным луком и томатами черри.",Заказные блюда. Время приготовления 1.5-2 часов,4950 с,https://nambafood.kg/dish_image/102051.png
Дымляма праздничная,"3,7 кг. Нежное мясо ягненка и телятины с овощами (картофель, капуста, помидоры, паприка, морковь, зелень), приправленные ароматными специями, томящиеся в собственном соку.",Заказные блюда. Время приготовления 1.5-2 часов,2650 с,https://nambafood.kg/dish_image/56618.png
