Наименование,Описание,Категория,Цена,Фото
Салат «Ницца» с копченым лососем,"200 г. Оригинальный рецепт исполнения салата Ницца. Запеченный картофель-бейби и нежный копченый лосось, приготовленный на гриле, пряный салат рукола, помидоры черри и стручковая фасоль, заправленные медово-горчичным соусом с добавлением оливок, маринованных каперсов с яйцом пашот.",Салаты,370 с,https://nambafood.kg/dish_image/88637.png
«Ницца» классический,"200 г. Знаменитый французский салат, родом из одноименного города на лазурном побережье. Тунец, микс салатов (айсберг, лолло россо, романо, руккола), помидоры черри, картофель, стручковая фасоль, перепелиные яйца, оливки и маслины. Заправлен горчичным соусом.",Салаты,360 с,https://nambafood.kg/dish_image/93579.png
Теплый салат с ростбифом и вешенками,"170 г. Микс салатов (айсберг, лолло руссо, руккола), с сочным ростбифом, жареными вешенками, томатами конфи, под азиатским соусом.",Салаты,390 с,https://nambafood.kg/dish_image/92379.png
Салат с киноа и авокадо,"200 г. Легкий салат с киноа - богатый белком и микроэлементами, с авокадо, рукколой и свежими овощами.",Салаты,360 с,https://nambafood.kg/dish_image/93578.png
Цезарь с креветками,"240 г. Классический салат «Цезарь» на основе жареных креветок, приготовленный с добавлением хрустящих салатных листьев, украшен чесночными гренками и черри, заправлен оригинальным соусом.",Салаты,420 с,https://nambafood.kg/dish_image/88633.png
Цезарь с курицей,"220 г. Классический салат «Цезарь» на основе нежной куриной грудки, приготовленный с добавлением хрустящих салатных листьев, украшен чесночными гренками и черри, заправлен оригинальным соусом.",Салаты,350 с,https://nambafood.kg/dish_image/88632.png
Фитнес салат,110 г. Микс салатов и круп с помидорами черри и сельдереем.,Салаты,250 с,https://nambafood.kg/dish_image/88630.png
Салат по-итальянски,"160 г. Микс салатов айсберг, лолло россо, руккола с рулетиками из говядины, фаршированной сливочным сыром и брынзой с укропом, с запеченными баклажанами и томатами конфи. Заправлен горчично-медовом соусом.",Салаты,300 с,https://nambafood.kg/dish_image/88856.png
"Салат с печеным красным перцем, чечевицей и травами","350 г. Полезный и легкий салат из запеченных овощей с тимьяном, розмарином, чечевицей и авокадо, заправленный соусом на основе оливкового масла и лимонного сока.",Салаты,250 с,https://nambafood.kg/dish_image/92377.png
Руккола с тигровыми креветками,"170 г. Легкий салат из сочных тигровых креветок, обжаренных на сливочном масле, в сочетании со спелым авокадо, листьями салата, руккола, сыром пармезан и заправкой из соуса бальзамик.",Салаты,450 с,https://nambafood.kg/dish_image/93577.png
Греческий салат с мини брускеттами,"225 г. Витаминный микс из свежих овощей, листьев салата айсберг, маслин, каперсов и запеченной тыквы с сырным кремом. Заправлен пюре из петрушки с печеным чесноком и соком лимона. Подается с мини-брускеттами с паприкой.",Салаты,300 с,https://nambafood.kg/dish_image/93594.png
Клаб сендвич,"370 г. Идеальное сочетание куриного филе, сыровяленой колбасы, сыра, корнишонов, свежих овощей и зелени. Подается с картофелем фри.",Сэндвичи,330 с,https://nambafood.kg/dish_image/93698.png
Сэндвич «Нью-Йорк»,"210 г. Горячий сэндвич с вяленой говядиной, сыром, пикантным соусом. Подается с картофелем фри.",Сэндвичи,360 с,https://nambafood.kg/dish_image/93584.png
Кесадилья с курицей,"240 г. Оригинальная мексиканская тортилья с курицей, сыром чеддер и моцареллой. Подается с соусами сальса и гуакамоле.",Сэндвичи,380 с,https://nambafood.kg/dish_image/88855.png
Ролл филадельфия,190 г. Слабосоленая семга с нежным сливочным сыром и листьями салата.,Сэндвичи,250 с,https://nambafood.kg/dish_image/88641.png
Ролл цезарь,"190 г. Ваш любимый цезарь с курицей, только в ролле.",Сэндвичи,250 с,https://nambafood.kg/dish_image/88640.png
Круассан с салатом из тунца,"160 г. Круассан с начинкой из тунца, красного лука, листьями салата айсберг и домашним майонезом на оливковом масле.",Круассаны,300 с,https://nambafood.kg/dish_image/94137.png
Круассан «Скандинавия» с крем-сыром и лососью,"150 г. Круассан приготовленный на натуральном сливочном масле. Начинка из сливочного сыра с добавлением зерен душистой горчицы, с ломтиками семги в сочетании со свежими огурцами и пряной рукколой.",Круассаны,300 с,https://nambafood.kg/dish_image/94139.png
Круассан со скрэмблом,"220 г. Яйца, помидоры черри, руккола, огурцы.",Круассаны,300 с,https://nambafood.kg/dish_image/94138.png
Круассан классический,75 г,Круассаны,130 с,https://nambafood.kg/dish_image/118006.png
Бриошь ягодная,,Круассаны,150 с,https://nambafood.kg/dish_image/119881.png
Круассан мак-вишня,,Круассаны,200 с,https://nambafood.kg/dish_image/119883.png
Круассан груша-рикотта,,Круассаны,200 с,https://nambafood.kg/dish_image/119884.png
Круассан миндальный,,Круассаны,200 с,https://nambafood.kg/dish_image/119885.png
Круассан фундучный,,Круассаны,200 с,https://nambafood.kg/dish_image/119886.png
Круассан арахисовый,,Круассаны,200 с,https://nambafood.kg/dish_image/119887.png
Круассан с пряностями,,Круассаны,200 с,https://nambafood.kg/dish_image/119888.png
Круассан с заварным кремом,,Круассаны,200 с,https://nambafood.kg/dish_image/119889.png
Круассан с карамельной начинкой,,Круассаны,200 с,https://nambafood.kg/dish_image/119890.png
Круассан с малиновой начинкой,,Круассаны,200 с,https://nambafood.kg/dish_image/119891.png
Круассан с шоколадной начинкой,,Круассаны,200 с,https://nambafood.kg/dish_image/119892.png
Галстук с маком,,Круассаны,150 с,https://nambafood.kg/dish_image/119894.png
Вензель с черной смородиной,,Круассаны,120 с,https://nambafood.kg/dish_image/119895.png
Улитка с изюмом,,Круассаны,150 с,https://nambafood.kg/dish_image/119897.png
Куриный бульон с домашней лапшой,380 г,Супы,250 с,https://nambafood.kg/dish_image/92452.png
Сливочный крем-суп с шампиньонами,210 г,Супы,300 с,https://nambafood.kg/dish_image/93588.png
Том-Ям,380 г,Супы,450 с,https://nambafood.kg/dish_image/93581.png
Уха,370 г,Супы,300 с,https://nambafood.kg/dish_image/94416.png
Фо-бо вьетнамский суп,"390 г. Мясной бульон, перец чили, бадьян, имбирь, гвоздика - и это далеко не полный набор для ароматного супа.",Супы,350 с,https://nambafood.kg/dish_image/93580.png
Бифштекс с яйцом пашот и красным рисом,"300 г. Сочный бифштекс с яйцом пашот, луковыми хлопьями и горчично-сливочным соусом.",Вторые блюда,400 с,https://nambafood.kg/dish_image/88648.png
Бифштекс с яйцом пашот и картофелем пюре,"300 г. Сочный бифштекс с яйцом пашот, луковыми хлопьями и горчично-сливочным соусом.",Вторые блюда,400 с,https://nambafood.kg/dish_image/119898.png
Бифштекс с яйцом пашот и овощами гриль,"300 г. Сочный бифштекс с яйцом пашот, луковыми хлопьями и горчично-сливочным соусом.",Вторые блюда,400 с,https://nambafood.kg/dish_image/119899.png
Бифштекс с яйцом пашот и картофелем фри,"300 г. Сочный бифштекс с яйцом пашот, луковыми хлопьями и горчично-сливочным соусом.",Вторые блюда,400 с,https://nambafood.kg/dish_image/119900.png
Биточки из лосося с красным рисом,340 г. Поджаристые биточки из рубленого лосося с ароматным укропом и соусом из фенхеля с белым вином.,Вторые блюда,440 с,https://nambafood.kg/dish_image/119901.png
Биточки из лосося с картофельным пюре,340 г. Поджаристые биточки из рубленого лосося с ароматным укропом и соусом из фенхеля с белым вином.,Вторые блюда,440 с,https://nambafood.kg/dish_image/119902.png
Биточки из лосося с овощами гриль,340 г. Поджаристые биточки из рубленого лосося с ароматным укропом и соусом из фенхеля с белым вином.,Вторые блюда,440 с,https://nambafood.kg/dish_image/119903.png
Биточки из лосося с картофелем фри,340 г. Поджаристые биточки из рубленого лосося с ароматным укропом и соусом из фенхеля с белым вином.,Вторые блюда,440 с,https://nambafood.kg/dish_image/119904.png
Паровые куриные котлеты с красным рисом,"260 г. Из курицы и индейки, под легким йогуртовым соусом с кремом из петрушки.",Вторые блюда,350 с,https://nambafood.kg/dish_image/88858.png
Диетическая куриная грудка с красным рисом,270 г. Нежная диетическая курица су-вид.,Вторые блюда,330 с,https://nambafood.kg/dish_image/88652.png
Биф ин Блэк бургер,"390 г. Бифштекс из говядины на черной булочке с жареным беконом/копч. говядиной на выбор, сыром, листьями салата айсберг, свежими помидорами, под перечным соусом и кетчупом. Подается с картофелем фри.",Бургеры,420 с,https://nambafood.kg/dish_image/93595.png
«Альфредо» с курицей,310 г. Сливочная паста с курицей и сыром пармезан,Паста,330 с,https://nambafood.kg/dish_image/88654.png
Лапша по-азиатски с креветками,365 г. Гречневая лапша в азиатском стиле с ингредиентами на выбор.,Паста,420 с,https://nambafood.kg/dish_image/92469.png
Лапша по-азиатски с курицей,365 г. Гречневая лапша в азиатском стиле с ингредиентами на выбор.,Паста,340 с,https://nambafood.kg/dish_image/92470.png
Карбонара,315 г. Спагетти с беконом и сыром пармезан со сливочным кремом из шампиньонов и трюфелей.,Паста,330 с,https://nambafood.kg/dish_image/88655.png
Паста с грибами и трюфельным маслом,"325 г. Паста с вешенками и шампиньонами, под сливочным кремом, с сыром пармезан и базиликом.",Паста,330 с,https://nambafood.kg/dish_image/92468.png
Пельмени с говядиной,280 г. Традиционные пельмени ручной лепки с начинкой из нежной говядины. Подаются со сметаной.,Пельмени и вареники,290 с,https://nambafood.kg/dish_image/93702.png
Пельмени с курицей,190 г. Традиционные пельмени ручной лепки с начинкой из нежной курицы. Подаются со сметаной.,Пельмени и вареники,290 с,https://nambafood.kg/dish_image/93703.png
Пельмени с лососем,250 г. Традиционные пельмени ручной лепки с начинкой из лосося. Подаются со сметаной.,Пельмени и вареники,330 с,https://nambafood.kg/dish_image/93699.png
Вареники с картофелем,320 г. Подаются со сметаной.,Пельмени и вареники,220 с,https://nambafood.kg/dish_image/93701.png
Вареники с картофелем и грибами,320 г. Домашние вареники с начинкой из обжаренных грибов и картофельного пюре. Подаются со сметаной.,Пельмени и вареники,290 с,https://nambafood.kg/dish_image/93700.png
Красный рис,150 г,Гарниры,150 с,https://nambafood.kg/dish_image/94212.png
Пюре картофельное,150 г,Гарниры,100 с,https://nambafood.kg/dish_image/94205.png
Овощи гриль,150 г,Гарниры,150 с,https://nambafood.kg/dish_image/94203.png
Картофель фри,150 г,Гарниры,130 с,https://nambafood.kg/dish_image/94206.png
Пицца «Маргарита»,450 г,Пицца,540 с,https://nambafood.kg/dish_image/94403.png
Пицца «Пепперони»,480 г,Пицца,540 с,https://nambafood.kg/dish_image/96057.png
Пицца «4 сыра»,410 г,Пицца,540 с,https://nambafood.kg/dish_image/96058.png
Пицца с тунцом,460 г,Пицца,540 с,https://nambafood.kg/dish_image/96056.png
Пельмени с говядиной 0.450 кг.,,Полуфабрикаты,260 с,https://nambafood.kg/dish_image/94378.png
Пельмени с курицей 0.450 кг,,Полуфабрикаты,230 с,https://nambafood.kg/dish_image/94377.png
Пельмени с лососем 0.450 кг,,Полуфабрикаты,500 с,https://nambafood.kg/dish_image/94379.png
Вареники с картошкой 0.450 кг,,Полуфабрикаты,150 с,https://nambafood.kg/dish_image/118008.png
Вареники с картофелем и грибами 0.450 кг,,Полуфабрикаты,220 с,https://nambafood.kg/dish_image/118007.png
Котлеты из говядины 3 шт,,Полуфабрикаты,300 с,https://nambafood.kg/dish_image/94417.png
Котлеты с лососем 3 шт,,Полуфабрикаты,400 с,https://nambafood.kg/dish_image/94580.png
Маффин,130 г,Десерты,85 с,https://nambafood.kg/dish_image/93727.png
Наполеон,120 г. Традиционный торт Наполеон приготовленный по нашему фирменному рецепту подрумяненное слоеное тесто и заварной крем с натуральной ванилью.,Десерты,180 с,https://nambafood.kg/dish_image/93705.png
Прага,"95 г. Шоколадно-бисквитный торт, приготовленный по классическому рецепту.",Десерты,180 с,https://nambafood.kg/dish_image/92476.png
Медовик,110 г. Тонкие слои медового бисквита чередуются со сметанным кремом. Посыпан вафельной крошкой.,Десерты,180 с,https://nambafood.kg/dish_image/93704.png
Тирамису,135 г. Классический итальянский десерт.,Десерты,250 с,https://nambafood.kg/dish_image/93706.png
Тарталетка «Карамель»,"105 г. Шоколадная тарталетка с начинкой из сливочной карамели с грецкими орехами, миндалем, фундуком, фисташками и кешью.",Десерты,200 с,https://nambafood.kg/dish_image/93598.png
Постный торт «Манго-Маракуйя»,"130 г. Постный торт на основе экзотического мусса желе манго-маракуйя, из манго с прослойками на морковно-лимонном бисквите.",Десерты,200 с,https://nambafood.kg/dish_image/92478.png
Десерт с семенами чиа время приготовления 3 часа,200 г. Десерт с добавлением кокосового молока и соусом из пюре манго.,Десерты,250 с,https://nambafood.kg/dish_image/92474.png
Пирог со смородиной,,Пироги ( Время приготовления 3 часа),2000 с,https://nambafood.kg/dish_image/118005.png
Американо 200 мл.,,Кофе,100 с,https://nambafood.kg/dish_image/93940.png
Американо 400 мл.,,Кофе,140 с,https://nambafood.kg/dish_image/93941.png
Латте 200 мл.,,Кофе,140 с,https://nambafood.kg/dish_image/93942.png
Латте 400 мл.,,Кофе,160 с,https://nambafood.kg/dish_image/93943.png
Капучино 200 мл.,,Кофе,140 с,https://nambafood.kg/dish_image/93944.png
Капучино 400 мл.,,Кофе,160 с,https://nambafood.kg/dish_image/93945.png
Какао домашнее 200 мл.,,Кофе,140 с,https://nambafood.kg/dish_image/93946.png
Какао домашнее 400 мл.,,Кофе,180 с,https://nambafood.kg/dish_image/93947.png
Какао с маршмеллоу 200 мл.,,Кофе,150 с,https://nambafood.kg/dish_image/93948.png
Какао с маршмеллоу 400 мл.,,Кофе,200 с,https://nambafood.kg/dish_image/93949.png
Фраппе Карамель 610 мл.,Холодный бодрящий кофейный напиток со льдом и взбитыми сливками,Кофе,280 с,https://nambafood.kg/dish_image/94141.png
Фраппе Мятный шоколад 610 мл.,Кофейно-молочный напиток с шоколадом и мятой,Кофе,280 с,https://nambafood.kg/dish_image/94142.png
Фраппе Манго 610 мл.,Кофейно-молочный напиток со вкусом спелого манго,Кофе,280 с,https://nambafood.kg/dish_image/94143.png
Смузи Витаминный заряд 460 мл.,"Наш фирменный хит из малины, банана и клубники с апельсиновым фрешом, сиропом гренадин и льдом",Холодные напитки,280 с,https://nambafood.kg/dish_image/93952.png
Смузи Ананас-Черника 460 мл.,Неожиданное и яркое сочетание ананаса и черники,Холодные напитки,280 с,https://nambafood.kg/dish_image/93953.png
Смузи Имбирный Манго 480 мл.,"Сочетание спелого манго, ананаса и имбиря",Холодные напитки,280 с,https://nambafood.kg/dish_image/93954.png
Молочный коктейль 460 мл.,"Классический рецепт густого молочного напитка с любимым мороженым, ванильным, клубничным или шоколадным",Холодные напитки,200 с,https://nambafood.kg/dish_image/94871.png
Айс капучино 450 мл.,,Холодные напитки,160 с,https://nambafood.kg/dish_image/94868.png
Овсяное печенье 1 шт,,Печенье,80 с,https://nambafood.kg/dish_image/93728.png
Капучино карамель,400 мл.,Авторские напитки,220 с,https://nambafood.kg/dish_image/94849.png
Латте Фисташковый 390 мл.,Посыпается дроблеными орехами,Авторские напитки,240 с,https://nambafood.kg/dish_image/94862.png
Латте Крем-брюле с маршмеллоу 390 мл.,Сочетание соленой карамели и сиропа крем-брюле,Авторские напитки,220 с,https://nambafood.kg/dish_image/94859.png
Латте Мандариновое печенье 390 мл.,"Со вкусом одноименного десерта, украшен сушеным цитрусовым чипсом ручной работы",Авторские напитки,240 с,https://nambafood.kg/dish_image/94861.png
Латте Лимонный тарт 390 мл.,"Ароматный напиток, созданный по мотивам воздушно цитрусового десерта",Авторские напитки,240 с,https://nambafood.kg/dish_image/94860.png
Латте Банановая карамель 390 мл.,С банановым сиропом и карамельным топпингом,Авторские напитки,220 с,https://nambafood.kg/dish_image/94858.png
Чай клубнично-персиковый 290 мл.,"Яркое сочетание зеленого чая, клубники, лимона и персикового сока",Авторские напитки,160 с,https://nambafood.kg/dish_image/94865.png
Имбирно-лимонный чай 400 мл.,"Согревающий напиток с имбирем, лимоном и медом",Авторские напитки,160 с,https://nambafood.kg/dish_image/94874.png
Облепиховый чай 400 мл.,"По рецепту Шоколадницы облепиха, мед и лимонный сок",Авторские напитки,160 с,https://nambafood.kg/dish_image/94867.png
Крэнберри 305 мл.,Яркий микс клюквы и красной смородины,Авторские напитки,160 с,https://nambafood.kg/dish_image/94866.png
Раф кофе,,Авторские напитки,210 с,https://nambafood.kg/dish_image/94863.png
Раф кофе Крем брюле 400 мл.,,Авторские напитки,220 с,https://nambafood.kg/dish_image/94864.png
